epoch,loss,time,validation loss
100,0.0133114168420434,0.5614521503448486,0.31167127192020416
101,0.011037093587219715,0.5609872341156006,0.30953310430049896
102,0.010431322734802961,0.5582516193389893,0.31102845072746277
103,0.009449937380850315,0.555058479309082,0.31106729805469513
104,0.009593135211616755,0.6141114234924316,0.31147022545337677
105,0.007858054479584098,0.5575897693634033,0.3139580637216568
106,0.007137991487979889,0.559086799621582,0.3158028572797775
107,0.006420213496312499,0.5575284957885742,0.3182826489210129
108,0.005911731626838446,0.5601193904876709,0.3196317106485367
109,0.005205367226153612,0.5594446659088135,0.31990058720111847
110,0.003949791076593101,0.5589215755462646,0.3195853680372238
111,0.0034786920296028256,0.5602071285247803,0.3184092491865158
112,0.003789131995290518,0.5602271556854248,0.31847822666168213
113,0.0031569311395287514,0.5597889423370361,0.3192349821329117
114,0.0024039114359766245,0.5601344108581543,0.3194437474012375
115,0.0019804966868832707,0.5589377880096436,0.31876055896282196
116,0.0020387921249493957,0.5578956604003906,0.3187730014324188
117,0.0012485132610891014,0.5585815906524658,0.3197428435087204
118,0.0012470010260585696,0.5580549240112305,0.321307048201561
119,0.0010527598788030446,0.5584661960601807,0.32267314195632935
120,0.0010026440722867846,0.5585172176361084,0.32335543632507324
121,0.0006799386110287742,0.5539586544036865,0.32351209223270416
122,0.0005956590621281066,0.5594260692596436,0.32364749908447266
123,0.00056577252689749,0.5547046661376953,0.3237879127264023
124,0.0005861971585545689,0.5534217357635498,0.32403048872947693
125,0.00048772601803648286,0.5537245273590088,0.32443538308143616
126,0.00042839511297643185,0.5547358989715576,0.3247434198856354
127,0.0007657106616534293,0.5538015365600586,0.3248422294855118
128,0.0003769274571823189,0.5662312507629395,0.3250506818294525
129,0.0003285461948507873,0.5535917282104492,0.32527922093868256
130,0.0006019871216267347,0.556312084197998,0.32539790868759155
131,0.0002876496873795986,0.5586884021759033,0.3253740221261978
132,0.0002768625754470122,0.5566380023956299,0.32510189712047577
133,0.00028264031425351277,0.5569174289703369,0.32504071295261383
134,0.00023076154684531502,0.6160407066345215,0.32514435052871704
135,0.00036346662091091275,0.558417558670044,0.32547198235988617
136,0.0003071669489145279,0.5578253269195557,0.3257474899291992
137,0.00017279254279856104,0.5557570457458496,0.3260575234889984
